Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Aanbieding (product.metafields.custom.aanbieding),Aantal Spelers (product.metafields.custom.aantal_spelers),Aantal speler 2 (product.metafields.custom.aantal_speler_2),Aantal Stukjes (product.metafields.custom.aantal_stukjes),Activiteit (product.metafields.custom.activiteit),Demospel (product.metafields.custom.demospel),Inhoud doos (product.metafields.custom.inhoud_doos),Leeftijd (product.metafields.custom.leeftijd),Moeilijkheidsgraad (product.metafields.custom.moeilijkheidsgraad),Soort Product (product.metafields.custom.soort_product),Type Spel (product.metafields.custom.soort_spel),Spelduur (product.metafields.custom.spelduur),Spelmechanisme (product.metafields.custom.spelmechanisme),Taal (product.metafields.custom.taal),Thema (product.metafields.custom.thema),Type Accessoires (product.metafields.custom.type_accessoires),Uitgever (product.metafields.custom.uitgever),Weetjes (product.metafields.custom.weetjes),Wereld (product.metafields.custom.wereld),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Aantal productbeoordelingen (product.metafields.reviews.rating_count),Leeftijdsgroep (product.metafields.shopify.age-group),Leeftijdsbeperkingen (product.metafields.shopify.age-restrictions),Kenmerken spelbord (product.metafields.shopify.board-game-features),Bordspelmechanismen (product.metafields.shopify.board-game-mechanics),Type bouwspeelgoed (product.metafields.shopify.building-toy-type),Kleur (product.metafields.shopify.color-pattern),Behendigheidsvaardigheden (product.metafields.shopify.dexterity-skills),Dobbelsteenvorm (product.metafields.shopify.dice-shape),Materiaal versiering/rand (product.metafields.shopify.embellishment-trim-material),Evenementtype (product.metafields.shopify.event-type),Moeilijkheidsgraad spel (product.metafields.shopify.game-difficulty),Gameplay-vaardigheden (product.metafields.shopify.gameplay-skills),Puzzelthema (product.metafields.shopify.puzzle-theme),Type puzzel (product.metafields.shopify.puzzle-type),Aanbevolen leeftijdsgroep (product.metafields.shopify.recommended-age-group),Thema (product.metafields.shopify.theme),Materiaal speelgoed/spel (product.metafields.shopify.toy-game-material),Aanvullende producten (product.metafields.shopify--discovery--product_recommendation.complementary_products),Gerelateerde producten (product.metafields.shopify--discovery--product_recommendation.related_products),Gerelateerde productinstellingen (product.metafields.shopify--discovery--product_recommendation.related_products_display),Productboosts zoeken (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Nederland,Price / Nederland,Compare At Price / Nederland,Included / Belgie,Price / Belgie,Compare At Price / Belgie,Included / Internationaal,Price / Internationaal,Compare At Price / Internationaal,Status
7-wonders-duel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Opzet.jpg?v=1658310449,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-wonders-duel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Kaarten_b0fcddd7-92e6-41db-9a74-d4ef6b78d20c.jpg?v=1658310449,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-wonders-duel-agora,7 Wonders Duel - Agora,"<p><span data-mce-fragment=""1"">Agora is een uitbreiding voor het tweespeler spel 7 Wonders Duel, één van Harry's favoriete tweespeler spellen! Deze uitbreiding introduceert senatoren en hun invloed in de senaat. Probeer de macht te grijpen door de besluitvorming in de Senaat te sturen of roep de hulp in van samenzweerders om chaos te creëren. <em>Deze uitbreiding voegt ook een nieuwe overwinningsconditie toe, namelijk Politieke Overheersing.</em></span><br></p>",Asmodee,,Gezelschapsspel,"2 personen, 7 Wonders, Beschaving, Bouwen, Duelleren, Economie, Egypte, Gemiddeld, Kaartspel, Leeftijd 10+, Nederlands, Oudheid, Set collection, Sombreros, Strategisch, Uitbreiding, ± 30 minuten",,Title,Default Title,,,,,,,,,400,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Cover_73318d17-d2a3-4c69-91c4-54437aa340d1.png?v=1658310485,1,,,,,,,,,,,,,,,,,Duel ,2 spelers,,"Bouwen
Duelleren",,,10+,Gemiddeld,,"Kaartspel
Uitbreiding",±30 minuten,"Set collection
Strategisch",Nederlands,"Economie
Beschaving",,Sombreros,"'- Let op: het basisspel 7 Wonders Duel is vereist voor het spelen van deze uitbreiding.
- Agora is ook compatibel met de uitbreiding Pantheon.
- Vier verschillende manieren om het spel te winnen.",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
7-wonders-duel-agora,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Inhoud_35013506-c738-40bc-bdc0-91f67481fa53.png?v=1658310485,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-wonders-duel-agora,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Opzet_82807751-30d5-4dd0-8ac0-89a11f078c4c.jpg?v=1658310485,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-wonders-duel-agora,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Uitbreiding.jpg?v=1658310485,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-wonders-duel-pantheon,7 Wonders Duel - Pantheon,"<p><span data-mce-fragment=""1"">7 Wonders Duel Pantheon is een uitbreiding voor het spel 7 Wonders Duel, één van Harry's favoriete tweespeler spellen. Zorg dat de goden je goedgezind zijn of je wordt onderworpen aan hun woede! Dankzij de goden van het Pantheon, kun je het verloop van het spel veranderen en sterke krachten ontketenen.</span></p>",Asmodee,,Gezelschapsspel,"2 personen, 7 Wonders, Beschaving, Bouwen, demo, Duelleren, Economie, Egypte, Gemiddeld, Kaartspel, Leeftijd 10+, Nederlands, Oudheid, Set collection, Sombreros, Strategisch, Uitbreiding, ± 30 minuten",,Title,Default Title,,,,,,,,,400,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Cover_7edb417c-409a-4934-a3ab-22963d46da22.jpg?v=1658310500,1,,,,,,,,,,,,,,,,,Duel ,2 spelers,,"Bouwen
Duelleren",,,10+,Gemiddeld,,"Kaartspel
Uitbreiding",±30 minuten,"Set collection
Strategisch",Nederlands,"Economie
Beschaving",,Sombreros,"'- Let op: het basisspel 7 Wonders Duel is vereist voor het spelen van deze uitbreiding.
- Agora is ook compatibel met de uitbreiding Pantheon.
- Vier verschillende manieren om het spel te winnen.",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
7-wonders-duel-pantheon,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Inhoud_12ef18b9-e750-470f-953c-f8ffe86b4505.jpg?v=1658310500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
after-us-bordspel,After Us - Bordspel,"<p class=""o_default_snippet_text"">2083. De mensheid is al decennialang uitgestorven en liet slechts enkele sporen na op aarde.</p>
<p class=""o_default_snippet_text"">Na onze passage palmde de natuur de planeet weer in.</p>
<p class=""o_default_snippet_text"">In deze nog volop herstellende wereld zetten de apen hun evolutie voort. Ze groeperen zich in stammen, ontwikkelen zich, eigenen zich de door de mens achtergelaten voorwerpen toe en bouwen steeds meer kennis op.</p>
<p class=""o_default_snippet_text"">Jij bent de leider van een van die stammen en moet je stam begeleiden op weg naar collectieve intelligentie.</p>
<!---->",Geronimo Games,Toys & Games > Games > Board Games,Gezelschapsspel,"Beschaving, Bordspel, Bouwen, Deckbuilding, demo, Dieren, Verzamelen",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/02476_AFTERUSNL.png?v=1718804694,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers
5 spelers
6 spelers",1 tot 6 spelers,,"Bouwen
Verzamelen",,,12+,Gemiddeld,,Bordspel,±60 minuten,Deckbuilding,Nederlands,"Beschaving
Dieren",,Geronimo Games,"'- Gebaseerd op het verhaal van ""Planet of the Apes""
- Maak mooie combinaties van kaarten in dit gave deckbuilding spel",,,,,,,avontuur-en-reizen,,veelkleurig; blauw,,,,,,matchen,,,12-jaar-of-ouder,,karton,,,,,,kg,,,,,,,,,,,,
after-us-bordspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/afterus_eclate_3D_1.png?v=1718804693,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agent-avenue,Agent Avenue - Bordspel,"<p><em><strong>Agent Avenue</strong></em><span> </span>is a competitive card game for 2-4 players that combines bluffing, strategic set collection, and a race to uncover your opponent's identity. Set in a colorful anthropomorphic world, players assume the roles of retired spies in a suburban neighborhood, outsmarting each other with cards that can score points or trigger special effects.</p>
<p>Utilize a unique ""I split, you choose"" mechanic to play one card face-up and one face-down each turn. Your opponent chooses one, influencing both your strategies. Cards feature different agents and tools that impact scoring and game progress on a track, advancing the ""catch me"" race to uncover the opposing spy.</p>
<p>Beautifully illustrated by Fanny-Pastor Berlie, the game's art brings to life a quirky neighborhood of animal spies. The game includes over 50 cards, a custom game board, and meeples.</p>
<p>Outwit your opponents by strategically collecting agent sets and effectively using spy tools. The game ends when a player successfully uncovers their opponent, combining both strategic depth and bluffing elements.</p>
<p>Perfect for those who love a mix of strategy and lighthearted competition, ""Agent Avenue"" challenges you to think like a spy and act like a friendly neighbor.</p>",Nerdlab,Toys & Games > Games > Board Games,Gezelschapsspel,"achtervolging, Bluffen, Bordspel, demo, detective, duel, Duelleren, Kaartspel, Player elimination, racen, Strategisch",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Agent_Avenue.png?v=1733843268,1,,,,,,,,,,,,,,,,,"2 spelers
Duel ",2 spelers,,"Bluffen
Overleven
Duelleren",,,8+,Makkelijk,,Bordspel,±15 minuten,"Strategisch
Player elimination",Engels,"Dieren
Avontuur",,Nerdlab,"'- Makkelijk mechanisme om te bluffen met 2 personen
- Makkelijke en gevorderde modus",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
agent-avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Box-Cover_3e3d8523-a305-4b01-b263-afbaf3545f12.png?v=1733843268,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agent-avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Set-collection-2.png?v=1733843268,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agent-avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/black-market-cards.png?v=1733843268,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agent-avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Board-Overview-1200x749.png?v=1733843268,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agent-avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Card-Overview-1.png?v=1733843268,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
age-of-innovation,Age of Innovation,"<p data-mce-fragment=""1"">Ben je klaar om op een avontuur te gaan zoals geen ander? Age of Innovation neemt je mee op reis naar het betoverende rijk van Terra Mystica. In dit op zichzelf staande spel ontmoet je twaalf verschillende facties, elk met hun eigen set kenmerken, allemaal tegen de achtergrond van diverse landschappen.</p>
<p data-mce-fragment=""1"">Wat Age of Innovation onderscheidt, is de eindeloze variatie die het biedt. Bij elk spel krijg je de kans om te experimenteren met nieuwe combinaties van facties, thuislanden en vaardigheden. Dit betekent dat geen twee spellen ooit hetzelfde zijn, en dat zorgt voor een frisse en opwindende ervaring elke keer dat je speelt.</p>
<p data-mce-fragment=""1"">Als je dieper in het spel duikt, neem je de rol aan van een van deze fascinerende facties. Jouw missie? De terreinvorming van de spelkaart transformeren in jouw thuislanden, waar je indrukwekkende gebouwen kunt bouwen. Wees echter bedachtzaam over jouw nabijheid tot andere facties, want het kan zowel jouw uitbreiding beperken als jou waardevolle voordelen bieden - een dynamische spanning die bijdraagt aan de onweerstaanbare charme van de Terra Mystica-serie.</p>
<p data-mce-fragment=""1"">Maar dat is nog niet alles - in Age of Innovation zijn de mogelijkheden echt eindeloos. Upgrade jouw gebouwen strategisch om waardevolle hulpmiddelen zoals gereedschap, geleerden, geld en kracht te ontgrendelen. Richt scholen op om vooruitgang te boeken in verschillende wetenschappen en verzamel waardevolle boeken, die je kunt gebruiken om baanbrekende innovaties te pionieren. En vergeet niet jouw paleis te bouwen, dat jou krachtige nieuwe vaardigheden verleent, of constructiewerkplaatsen, gilden en universiteiten op te richten om jouw culturele erfenis te verrijken en compleet te maken.</p>
<p data-mce-fragment=""1"">Age of Innovation belooft een game-ervaring als geen ander, waar innovatie geen grenzen kent en het pad naar de overwinning aan jou is om te smeden. Duik vandaag nog in het universum van Terra Mystica en schep jouw nalatenschap.</p>",White Goblin Games,,Gezelschapsspel,"Area control, Beschaving, Bordspel, Bouwen, engine building, Industrie, Strategisch",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/3D_AoI_1.jpg?v=1702119189,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers
5 spelers",1 tot 5 spelers,,Bouwen,,,14+,Expert,,Bordspel,±90 minuten,"Engine Building
Strategisch
Area control",Nederlands,"Beschaving
Industrie",,Feuerland,"'- Nieuw losstaand spel in de Terra Mystica wereld
- Kies opnieuw 1 van de facties en ga de strijd aan
- Solo modus van Automa",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
agricola,Agricola,"<span>Verbeterde versie van het succesvolle, strategische bordspel.  Je hebt aan het begin van het spel niet meer dan een houten huis met 2 kamers, waarin 2 gezinsleden wonen. Je beschikt over een scala aan mogelijkheden om door middel van huisuitbreiding, landbouw en veeteelt een comfortabel leven op te bouwen. Je verzamelt grondstoffen zoals hout en leem, breidt je gezin uit en zorgt voor voldoende voedsel voor iedereen. Je ploegt akkers en beplant deze met graan en groente. Ook houd je schapen, varkens en runderen. Verder krijg je 14 unieke ambachten en kleine investeringen, die jou kleine voordelen in het spel opleveren. Omdat het spel 96 van die kaarten bevat, is geen spel hetzelfde! Heb jij je erf het best ontwikkeld, dan scoor je de meeste punten en win je! Deze nieuwe versie van Agricola bevat niet alleen de beste kaarten uit het originele spel, maar ook veel nieuwe. De houten fiches zijn vervangen door miniaturen en de tableaus zijn zeer praktisch vormgegeven. De speelborden kunnen nu als een puzzel worden gekoppeld. Verder zijn de kaarten beter gebalanceerd en bevat de handleiding verschillende varianten en spelregels om een campagne te kunnen spelen. In deze nieuwe edtie kunnen de spelers een compacter gestroomlijnd spel verwachten dat toch alle spanning en tactische mogelijkheden in zich draagt. </span>",999Games,,Gezelschapsspel,"1 persoon, 2 personen, 3 personen, 4 personen, 999 games, Beschaving, boer, boerderij, Bordspel, Bouwen, demo, Dieren, engine building, Expert, Handelen, Leeftijd 12+, Natuur, Nederlands, Puzzelen, Set collection, Spelbord, Verzamelen, Worker placement, ± 120 minuten",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Agricola_3_1.png?v=1682168084,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
4 spelers
3 spelers",1 tot 4 spelers,,"Bouwen
Handelen
Puzzelen
Verzamelen",,,12+,Expert,,Bordspel,±120 minuten,"Worker placement
Engine Building
Set collection",Nederlands,"Beschaving
Dieren
Natuur",,999Games,"'- Verbeterde versie van de vroegere ""Expert"" editie
- Gestroomlijnde worker placement",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
agricola,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Agricola_sfeerfoto3_1.png?v=1682168084,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agricola,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Agricola_sfeerfoto4_1_1.png?v=1682168084,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ahoy,Ahoy - Bordspel,"<span data-mce-fragment=""1"">Ahoy is a lightly asymmetrical game where two to four players take the roles of swashbucklers and soldiers seeking Fame on the high seas.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">One player controls the Bluefin Squadron, a company of sharks and their toothy friends, who patrol these waters and keep order with shot and sword. Another player controls the Mollusk, an alliance of undersea creatures and their comrades-in-arms, who fight to reclaim their ancestral home. In games with more people, some players control Smugglers, maverick captains who run blockades to smuggle luxuries and essentials, delivering them to those with the most need—or the most coin. Explore the seas. As you play, you’ll make a unique map full of treasure troves, dangerous wreckage, and mighty sea currents, using deluxe double-layer region tiles.</span>",Asmodee,,Gezelschapsspel,"Area control, Beschaving, Bordspel, Competitie, demo, Macht, Strategisch",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/AhoyCover_1.png?v=1686730762,1,,,,,,,,,,,,,,,,,"2 spelers
3 spelers
4 spelers",2 tot 4 spelers,,Competitie,,,14+,Gemiddeld,,Bordspel,±60 minuten,"Area control
Strategisch",Engels,"Beschaving
Macht",,Leder Games,"'- Fans van ""Root"": vecht het uit op zee!
- Prachtig artwork van de makers van Root
- Iedereen speelt een andere factie, waardoor de herspeelbaarheid groot is.",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
akropolis-bordspel,Akropolis - Bordspel,"<span data-mce-fragment=""1"">In Akropolis probeer je als architect in het oude Griekenland de meest imposante, en best geplande, stad te realiseren. Kies en plaats slim de tegels om huizen, tempels, markten, tuinen en kazernes te bouwen. Laat je stad zowel qua omvang als hoogte toenemen om ze over de andere te laten zegevieren. Verhoog haar prestige met een harmonieuze planning die voldoet aan de specifieke plaatsingsregels van elk wijktype. En zorg dat je de steengroeves niet vergeet, want zonder steen schop je het niet ver als bouwheer. Dat de beste architect, en de mooiste stad, mogen winnen!</span>",Geronimo Games,Uncategorized,Gezelschapsspel,"Beschaving, Bordspel, Bouwen, Industrie, Strategisch, Tile placement",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/02250_AKROPOLISNL_1.png?v=1700839195,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,Bouwen,,,8+,Gemiddeld,,Bordspel,±30 minuten,"Strategisch
Tile placement",Nederlands,"Beschaving
Industrie",,Geronimo Games,"'- Stapelen en Puzzelen voor de hele familie
- Prachtig op tafel",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
akropolis-bordspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/randolph-183_156905d0-e958-407b-b6f3-47fa508364e7_1.webp?v=1736265112,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alices-garden,Alice's Garden,"<div data-custom-font-size=""false"" data-stagger="""" data-m-rm-animation="""" data-animation-delay=""0"" data-animation-type=""default"" data-m-align=""inherit"" data-align=""default"" class=""nectar-split-heading animated-in"">
<div class=""heading-line"">
<div>
<p>Help de Hartenkoningin een handje en creëer de mooiste tuin!</p>
</div>
</div>
</div>
<div class=""wpb_text_column wpb_content_element wpb_animate_when_almost_visible wpb_bottom-to-top bottom-to-top vc_custom_1612009178692 animated wpb_start_animation"">
<div class=""wpb_wrapper"">
<div dir=""auto"">De arme tuinmannen lopen elkaar voor de voeten terwijl ze proberen de woede van de Koningin te ontlopen. Is het wel mogelijk om de Koningin tevreden te stellen?</div>
<div dir=""auto""><br></div>
<div dir=""auto"">De bomen moeten zo ver mogelijk uit elkaar staan, en de rozenstruiken moeten de weelderigste in heel Wonderland zijn. Als er bovendien geen mooi pad is waar de schaakstukken op kunnen lopen, dan zullen de tuinmannen flink op hun donder krijgen. Alice had geen flauw idee dat het zo’n uitdaging zou zijn om de tuinmannen te helpen.</div>
<div dir=""auto""><br></div>
<div dir=""auto"">Help haar een handje en creëer de mooiste tuin tot genoegen van de Hartenkoningin!</div>
</div>
</div>",Happy Meeple Games,,Gezelschapsspel,"1 persoon, 2 personen, 3 personen, 4 personen, Abstract, Bordspel, demo, Fantasy, Frans, Happy Meeple Games, Leeftijd 8+, Makkelijk, Makkelijk te leren, Natuur, Nederlands, Puzzelen, Spelbord, spelersbord, Tegelplaatsing, Tile placement, ± 30 minuten",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Alice-box_preview_HMG_1.jpg?v=1682169438,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
4 spelers
3 spelers",1 tot 4 spelers,,Puzzelen,,,8+,Makkelijk,,Bordspel,±30 minuten,Tile placement,"Nederlands
Frans","Natuur
Fantasy
Abstract",,Happy Meeple Games,"'-  Prachtige artwork uit de wereld van Alice in Wonderland
- Snel te leren, iedereen is tegelijk aan de beurt",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
alices-garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/pic5199983_1.jpg?v=1682169507,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpaca-kaarspel,Alpaca - Kaartspel,"<p><span>Geef toe, je hebt altijd al een boerderij willen hebben met zachte, schattige, knuffelige, schattige alpaca's. Dit is je kans! Dit is je kans!</span><br><br><span>Alpaca - Kaartspel is een competitief deck-building spel, geschikt voor alle spelers die zich willen wijden aan het fokken van zachte dieren! Je doel is om je omheining te vullen met de meest waardevolle wollige viervoeters, maar om dat te doen moet je de juiste strategie kiezen en je kaartspel beheren. De interactie met andere spelers wordt hechter zodra de regels duidelijker zijn... ren om een nieuwe alpaca te kopen!</span></p>",Geronimo Games,Toys & Games > Games > Board Games,Gezelschapsspel,,,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/kaartspellen-alpaca.jpg?v=1730300069,1,,,,,,,,,,,,,,,,,"2 spelers
3 spelers
4 spelers",2 tot 4 spelers,,Verzamelen,,,10+,Gemiddeld,,Kaartspel,±30 minuten,Deckbuilding,Nederlands,Dieren,,Geronimo Games,"'- ALPACAAAAS
- Slimme deckbuilder
",,,,,,,deck-building,,dier,,,,,,,,,8-jaar-of-ouder,,karton,,,,,,kg,,,,,,,,,,,,
alpaca-kaarspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/kaartspellen-alpaca-1.webp?v=1730300069,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andor-de-verloren-legenden-donkere-tijden-uitbreiding-bordspel,Andor: De Verloren Legenden: Donkere Tijden Uitbreiding - Bordspel,"<p><span>Keer terug naar de wereld van Andor met drie nieuwe legenden! De avonturen “Schaduw over Cavern”, “Vreemd Vaderland” en “De Laatste Schaduw” kunnen met het basisspel worden gespeeld. Vecht tegen nieuwe vijanden, roep de hulp in van machtige bondgenoten en ervaar Andor zoals je het nog nooit eerder hebt gezien!</span></p>
<p>In ""Schaduw over Cavern"" belanden de helden in de diepe mijnen van Andor, waar ze merkwaardige gebeurtenissen onderzoeken en het tegen een duistere tegenstander moeten opnemen.</p>
<p><br>In ""Vreemd Vaderland"" keren de helden terug naar Andor, maar lijkt het land niet meer op hoe ze het zich herinneren. Nieuwe vijanden zoals de schaduwheks en de medicijnman van de Tauri wachten de helden op.</p>
<p>In “De Laatste Schaduw” stuiten de helden op een geheim in de geschiedenis van Andor, dat verstrekkende gevolgen voor het land zal hebben.</p>
<p>De Legenden van Andor: De Verloren Legenden “Donkere Tijden” introduceert nieuwe elementen zoals de schier onoverwinnelijke Drie Grote Trollen en de nachtmodus, waarmee nu ook in de nacht keuzes moeten worden gemaakt.<br></p>
<p>Andor: De Verloren Legenden “Donkere Tijden” is uitsluitend te spelen in combinatie met het basisspel.</p>
<p>Met de uitbreidingen “Nieuwe Helden” en “Donkere Helden” kan “Donkere tijden” met in totaal 6 spelers worden gespeeld.</p>",999Games,,Gezelschapsspel,"Avontuur, Coöperatief, Expeditie, Fantasy, Samenwerken, Uitbreiding",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/De-Legenden-van-Andor-De-Verloren-Legenden-Donkere-Tijden_L_2.png?v=1709294389,1,,,,,,,,,,,,,,,,,"2 spelers
3 spelers
4 spelers
5 spelers
6 spelers",2 tot 6 spelers,,Samenwerken,,,10+,Gemiddeld,,Uitbreiding,±90 minuten,Coöperatief,Nederlands,"Avontuur
Expeditie
Fantasy",,999Games,"'- Nieuwe spelelementen en een nachtfase
- Met deze uitbreiding ook met 5/6 spelers te spelen",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
